source,primary_id,name,version,loader,file,weapon_suspect,category,path,length
aeronaftics,mcwroofs,Macaw's Roofs,2.3.2,neoforge,mcw-roofs-2.3.2-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-roofs-2.3.2-mc1.21.1neoforge.jar,1784829
aeronaftics,mcwstairs,Macaw's Stairs and Balconies,1.0.2,neoforge,mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar,529082
aeronaftics,mcwtrpdoors,Macaw's Trapdoors,1.1.5,neoforge,mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar,572870
aeronaftics,mcwwindows,Macaw's Windows,2.4.2,neoforge,mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar,1261268
aeronaftics,measurements,Measurements,${file.jarVersion},neoforge,Measurements-neoforge-1.21.1-3.0.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Measurements-neoforge-1.21.1-3.0.3.jar,47632
aeronaftics,megacells,MEGA Cells,4.10.2,neoforge,megacells-4.10.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\megacells-4.10.2.jar,1121004
aeronaftics,mekanism,Mekanism,10.7.18,neoforge,Mekanism-1.21.1-10.7.18.84.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Mekanism-1.21.1-10.7.18.84.jar,11950460
aeronaftics,mekanismcovers,Mekanism Covers,1.3-BETA+1.21,neoforge,mekanismcovers-1.3-BETA+1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mekanismcovers-1.3-BETA+1.21.jar,136513
aeronaftics,mekanismgenerators,Mekanism: Generators,10.7.18,neoforge,MekanismGenerators-1.21.1-10.7.18.84.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MekanismGenerators-1.21.1-10.7.18.84.jar,1104556
aeronaftics,mekanismtools,Mekanism: Tools,10.7.18,neoforge,MekanismTools-1.21.1-10.7.18.84.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MekanismTools-1.21.1-10.7.18.84.jar,520884
aeronaftics,mekanisticrouters,Mekanistic Routers,1.2.0,neoforge,mekanisticrouters-1.2.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mekanisticrouters-1.2.0.jar,248261
aeronaftics,mekmm,Mekanism: MoreMachine,1.3.1,neoforge,mekmm-1.21.1-1.3.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mekmm-1.21.1-1.3.1.jar,2779673
aeronaftics,memorysettings,memorysettings mod,5.9,neoforge,memorysettings-1.21-5.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\memorysettings-1.21-5.9.jar,22328
aeronaftics,merequester,ME Requester,1.21.1-1.4.2,neoforge,merequester-neoforge-1.21.1-1.4.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\merequester-neoforge-1.21.1-1.4.2.jar,184487
aeronaftics,merrymaking,Mama's MerryMaking,1.21.1-14,neoforge,merrymaking-1.21.1-14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\merrymaking-1.21.1-14.jar,21961335
aeronaftics,mes,MoogsEndStructures,2.0.0,forge,MoogsEndStructures-1.21-2.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MoogsEndStructures-1.21-2.0.1.jar,2458587
aeronaftics,mffs,Modular Force Field System,${file.jarVersion},neoforge,mffs-5.4.27.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mffs-5.4.27.jar,3100552
aeronaftics,mifa,More Industrial Foregoing Addons,2.1.0,neoforge,mifa-neoforge-1.21.x-2.1.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mifa-neoforge-1.21.x-2.1.0.jar,122759
aeronaftics,minecolonies,MineColonies,1.1.1299-1.21.1-snapshot,neoforge,minecolonies-1.1.1299-1.21.1-snapshot.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\minecolonies-1.1.1299-1.21.1-snapshot.jar,77398570
aeronaftics,mininggadgets,Mining Gadgets,1.18.6,neoforge,mininggadgets-1.18.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mininggadgets-1.18.6.jar,663946
aeronaftics,mns,MoogsNetherStructures,2.0.31,forge,MoogsNetherStructures-1.21-2.0.31.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MoogsNetherStructures-1.21-2.0.31.jar,1469454
aeronaftics,mob_grinding_utils,Mob Grinding Utils,${file.jarVersion},neoforge,mob_grinding_utils-1.1.10+mc1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mob_grinding_utils-1.1.10+mc1.21.1.jar,1370085
aeronaftics,modelfix,Model Gap Fix,1.21-1.10,neoforge,modelfix-1.21-1.10.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\modelfix-1.21-1.10.jar,47035
aeronaftics,modern_industrialization,Modern Industrialization,2.4.2,neoforge,Modern-Industrialization-2.4.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Modern-Industrialization-2.4.2.jar,7083805
aeronaftics,moderndynamics,Modern Dynamics,0.9.6,neoforge,Modern-Dynamics-0.9.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Modern-Dynamics-0.9.6.jar,707745
aeronaftics,modonomicon,Modonomicon,1.120.1,neoforge,modonomicon-1.21.1-neoforge-1.120.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\modonomicon-1.21.1-neoforge-1.120.1.jar,2403998
aeronaftics,modularbees,ModularBees,1.21.1-2.11-neoforge,neoforge,ModularBees-1.21.1-2.11-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ModularBees-1.21.1-2.11-neoforge.jar,530463
aeronaftics,modularrouters,Modular Routers,13.2.4,neoforge,modular-routers-13.2.4%2Bmc1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\modular-routers-13.2.4%2Bmc1.21.1.jar,1284439
aeronaftics,monolib,MonoLib,2.1.0,neoforge,monolib-neoforge-1.21.1-2.1.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\monolib-neoforge-1.21.1-2.1.0.jar,179499
aeronaftics,moogs_structures,Moog's Structure Lib,1.1.0-1.21-1.21.1,neoforge,moogs_structures-1.1.0-1.21-1.21.1-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\moogs_structures-1.1.0-1.21-1.21.1-neoforge.jar,250067
aeronaftics,moredragoneggs,More Dragon Eggs,5.0,neoforge,moredragoneggs-5.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\moredragoneggs-5.0.jar,6389
aeronaftics,moreoverlays,More Overlays Updated,1.24.2,neoforge,moreoverlays-1.24.2-mc1.21.1-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\moreoverlays-1.24.2-mc1.21.1-neoforge.jar,112984
aeronaftics,mostructures,Mo' Structures,1.6.0+1.21.1,neoforge,mostructures-neoforge-1.6.0+1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mostructures-neoforge-1.6.0+1.21.1.jar,779607
aeronaftics,mss,MoogsSoaringStructures,2.0.2,forge,MoogsSoaringStructures-1.21-2.0.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MoogsSoaringStructures-1.21-2.0.2.jar,3074614
aeronaftics,multipiston,Multi-Piston,1.2.58-1.21.1,neoforge,multipiston-1.2.58-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\multipiston-1.2.58-1.21.1.jar,34139
aeronaftics,mvs,MoogsVoyagerStructures,5.0.5,forge,MoogsVoyagerStructures-1.21-5.0.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MoogsVoyagerStructures-1.21-5.0.5.jar,2670229
aeronaftics,mysticalagradditions,Mystical Agradditions,8.0.13,neoforge,MysticalAgradditions-1.21.1-8.0.13.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MysticalAgradditions-1.21.1-8.0.13.jar,315832
aeronaftics,mysticalagriculture,Mystical Agriculture,8.0.24,neoforge,MysticalAgriculture-1.21.1-8.0.24.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MysticalAgriculture-1.21.1-8.0.24.jar,2323380
aeronaftics,mysticalcustomization,Mystical Customization,6.0.2,neoforge,MysticalCustomization-1.21.1-6.0.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\MysticalCustomization-1.21.1-6.0.2.jar,49374
aeronaftics,naturesaura,NaturesAura,41.9,neoforge,NaturesAura-41.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\NaturesAura-41.9.jar,1443280
aeronaftics,neo_auth,NeoAuth,${file.jarVersion},neoforge,NeoAuth-1.21.1-1.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\NeoAuth-1.21.1-1.0.1.jar,61287
aeronaftics,nochatreports,No Chat Reports,1.21.1-v2.9.1,neoforge,NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar,306668
aeronaftics,nolijium,Nolijium,0.5.6,forge,nolijium-0.5.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\nolijium-0.5.6.jar,362983
aeronaftics,not_enough_glyphs,Not Enough Glyphs,${file.jarVersion},neoforge,not_enough_glyphs-1.21.1-4.2.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\not_enough_glyphs-1.21.1-4.2.9.jar,593310
aeronaftics,novillagerdm,No Villager Death Messages,6.0.0,neoforge,novillagerdm-1.21.1-6.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\novillagerdm-1.21.1-6.0.0.jar,4884
aeronaftics,nullscape,Nullscape,1.2.14,forge,Nullscape_1.21.x_v1.2.14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Nullscape_1.21.x_v1.2.14.jar,355748
aeronaftics,observable,Observable,5.4.4,neoforge,observable-5.4.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\observable-5.4.4.jar,388133
aeronaftics,occultism,Occultism,1.208.0,neoforge,occultism-1.21.1-neoforge-1.208.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\occultism-1.21.1-neoforge-1.208.0.jar,6935263
aeronaftics,occultism_kubejs,Occultism KubeJS,1.11.0,neoforge,occultism_kubejs-1.21.1-neoforge-1.11.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\occultism_kubejs-1.21.1-neoforge-1.11.0.jar,434372
aeronaftics,octolib,OctoLib,0.6.1,neoforge,OctoLib-NEOFORGE-0.6.1%2B1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\OctoLib-NEOFORGE-0.6.1%2B1.21.jar,540285
aeronaftics,ohthetreesyoullgrow,Oh The Trees You'll Grow,5.3.0,neoforge,Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.0.jar,165580
aeronaftics,omegaconfig,Omega Config Architectury,1.5.1,neoforge,omegaconfig-neoforge-1.5.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\omegaconfig-neoforge-1.5.1.jar,20604
aeronaftics,openloader,OpenLoader,21.1.5,neoforge,OpenLoader-neoforge-1.21.1-21.1.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\OpenLoader-neoforge-1.21.1-21.1.5.jar,35602
aeronaftics,oracle_index,Oracle Index,1.1.1,neoforge,oracle_index-neoforge-1.1.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\oracle_index-neoforge-1.1.1.jar,29779727
aeronaftics,oritech,Oritech,1.1.0,neoforge,oritech-neoforge-1.21.1-1.1.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\oritech-neoforge-1.21.1-1.1.0.jar,10747980
aeronaftics,overloadedarmorbar,OverloadedArmorBar,2,neoforge,overloadedarmorbar-neoforge-1.21-2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\overloadedarmorbar-neoforge-1.21-2.jar,22307
aeronaftics,pamhc2crops,Pam's HarvestCraft - Crops,1.0.7,neoforge,pamhc2crops-NEOFORGE-1.21.1-1.0.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pamhc2crops-NEOFORGE-1.21.1-1.0.7.jar,1354111
aeronaftics,pamhc2foodcore,Pam's HarvestCraft - Food Core,1.0.4,neoforge,pamhc2foodcore-NEOFORGE-1.21.1-1.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pamhc2foodcore-NEOFORGE-1.21.1-1.0.4.jar,1699044
aeronaftics,pamhc2foodextended,Pam's HarvestCraft - Food Extended,1.0.0,neoforge,pamhc2foodextended-NEOFORGE-1.21.1-1.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pamhc2foodextended-NEOFORGE-1.21.1-1.0.0.jar,1983616
aeronaftics,pamhc2trees,Pam's HarvestCraft - Trees,1.0.9,neoforge,pamhc2trees-NEOFORGE-1.21.1-1.0.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pamhc2trees-NEOFORGE-1.21.1-1.0.9.jar,1399642
aeronaftics,pipez,Pipez,1.21.1-1.2.19,neoforge,pipez-neoforge-1.21.1-1.2.19.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pipez-neoforge-1.21.1-1.2.19.jar,446672
aeronaftics,placebo,Placebo,9.9.1,neoforge,Placebo-1.21.1-9.9.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Placebo-1.21.1-9.9.1.jar,324056
aeronaftics,playeranimator,Player Animator,2.0.4+1.21.1,neoforge,player-animation-lib-forge-2.0.4+1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\player-animation-lib-forge-2.0.4+1.21.1.jar,203149
aeronaftics,pocketstorage,Pocket Storage,1.2.5,neoforge,pocketstorage-1.2.5+1.21.1-b3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pocketstorage-1.2.5+1.21.1-b3.jar,264788
aeronaftics,polyeng,Polymorphic Energistics,0.4.1,neoforge,polyeng-0.4.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\polyeng-0.4.1.jar,20130
aeronaftics,polylib,PolyLib,2100.1.0-build.183,neoforge,polylib-2100.1.0-build.183-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\polylib-2100.1.0-build.183-neoforge.jar,1299974
aeronaftics,polymorph,Polymorph,1.1.0+1.21.1,neoforge,polymorph-neoforge-1.1.0+1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\polymorph-neoforge-1.1.0+1.21.1.jar,174972
aeronaftics,ponderjs,PonderJS,1.21.1-2.4.0,neoforge,ponderjs-neoforge-1.21.1-2.4.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ponderjs-neoforge-1.21.1-2.4.0.jar,1571893
aeronaftics,potionsmaster,PotionsMaster,1.0.1,neoforge,potionsmaster-21.1.113-1.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\potionsmaster-21.1.113-1.0.1.jar,216980
aeronaftics,powah,Powah,6.2.8,neoforge,Powah-6.2.8.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Powah-6.2.8.jar,2737273
aeronaftics,prism,Prism,1.0.11,neoforge,Prism-1.21.1-neoforge-1.0.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Prism-1.21.1-neoforge-1.0.11.jar,62031
aeronaftics,productivebees,Productive Bees,1.21.1-13.13.3,neoforge,productivebees-1.21.1-13.13.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\productivebees-1.21.1-13.13.3.jar,5214035
aeronaftics,productivemetalworks,Productive Metalworks,1.21.1-1.15.0,neoforge,productivemetalworks-1.21.1-1.15.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\productivemetalworks-1.21.1-1.15.0.jar,3042019
aeronaftics,productivetrees,Productive Trees,1.21.1-0.8.1,neoforge,productivetrees-1.21.1-0.8.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\productivetrees-1.21.1-0.8.1.jar,13534494
aeronaftics,pylons,Pylons,5.4.2,neoforge,pylons-1.21.1-5.4.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\pylons-1.21.1-5.4.2.jar,217973
aeronaftics,quarryplus,QuarryPlus,21.1.152,neoforge,AdditionalEnchantedMiner-1.21.1-neoforge-21.1.152.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\AdditionalEnchantedMiner-1.21.1-neoforge-21.1.152.jar,692847
aeronaftics,railcraft,Railcraft Reborn,1.2.10,neoforge,railcraft-reborn-1.21.1-1.2.10.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\railcraft-reborn-1.21.1-1.2.10.jar,5290986
aeronaftics,rainbows,Rainbows,1.5,neoforge,Rainbows-1.21-1.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Rainbows-1.21-1.5.jar,2307740
aeronaftics,rangedpumps,Ranged Pumps,1.3.0,neoforge,rangedpumps-1.3.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rangedpumps-1.3.0.jar,25483
aeronaftics,reap,Reap Mod,1.21.1-1.1.2,neoforge,reap-neoforge-1.21.1-1.1.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\reap-neoforge-1.21.1-1.1.2.jar,140551
aeronaftics,rebind_narrator,Rebind Narrator,2025.12.23,neoforge,rebind_narrator-1.21.1-neoforge-2025.12.23.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rebind_narrator-1.21.1-neoforge-2025.12.23.jar,213661
aeronaftics,rechiseled_chipped,Rechiseled: Chipped,1.3,neoforge,rechiseled_chipped-2.0-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rechiseled_chipped-2.0-1.21.1.jar,177517
aeronaftics,redstonepen,Redstone Pen,1.11.42,neoforge,redstonepen-1.21-neoforge-1.11.42.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\redstonepen-1.21-neoforge-1.11.42.jar,513816
aeronaftics,refinedstorage,Refined Storage,2.0.1,neoforge,refinedstorage-neoforge-2.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refinedstorage-neoforge-2.0.1.jar,4506772
aeronaftics,refinedstorage_curios_integration,Refined Storage - Curios Integration,1.0.0,neoforge,refinedstorage-curios-integration-1.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refinedstorage-curios-integration-1.0.0.jar,11177
aeronaftics,refinedstorage_jei_integration,Refined Storage - JEI Integration,1.0.0,neoforge,refinedstorage-jei-integration-neoforge-1.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refinedstorage-jei-integration-neoforge-1.0.0.jar,58343
aeronaftics,refinedstorage_mekanism_integration,Refined Storage - Mekanism Integration,1.1.1,neoforge,refinedstorage-mekanism-integration-1.1.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refinedstorage-mekanism-integration-1.1.1.jar,160633
aeronaftics,refinedstorage_quartz_arsenal,Refined Storage - Quartz Arsenal,1.0.6,neoforge,refinedstorage-quartz-arsenal-neoforge-1.0.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refinedstorage-quartz-arsenal-neoforge-1.0.6.jar,66882
aeronaftics,refinedtypes,Refined Types,1.21.1-0.2.9,neoforge,refined-types-1.21.1-0.2.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refined-types-1.21.1-0.2.9.jar,735329
aeronaftics,refurbished_furniture,MrCrayfish's Furniture Mod: Refurbished,1.0.22,neoforge,refurbished_furniture-neoforge-1.21.1-1.0.22.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\refurbished_furniture-neoforge-1.21.1-1.0.22.jar,7133477
aeronaftics,regions_unexplored,Regions Unexplored,0.5.9,neoforge,regions_unexplored-neoforge-1.21.1-0.5.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\regions_unexplored-neoforge-1.21.1-0.5.9.jar,5365182
aeronaftics,relics,Relics,0.11.14,neoforge,relics-1.21.1-0.11.14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\relics-1.21.1-0.11.14.jar,4121604
aeronaftics,reliquified_artifacts,reliquified_artifacts,1.0.4,neoforge,reliquified_artifacts-1.21.1-1.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\reliquified_artifacts-1.21.1-1.0.4.jar,658045
aeronaftics,repeatable_trial_vaults,Repeatable Trial Vaults,1.0.2,neoforge,repeatable_trial_vaults-neoforge-1.21-1.0.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\repeatable_trial_vaults-neoforge-1.21-1.0.2.jar,12734
aeronaftics,restrictions,Restrictions,${file.jarVersion},neoforge,restrictions-1.21-7.0.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\restrictions-1.21-7.0.3.jar,45018
aeronaftics,rftoolsbase,RFToolsBase,${file.jarVersion},neoforge,rftoolsbase-1.21-6.0.10.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rftoolsbase-1.21-6.0.10.jar,463720
aeronaftics,rftoolsbuilder,RFToolsBuilder,${file.jarVersion},neoforge,rftoolsbuilder-1.21-7.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rftoolsbuilder-1.21-7.0.4.jar,920495
aeronaftics,rftoolspower,RFToolsPower,${file.jarVersion},neoforge,rftoolspower-1.21-7.0.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rftoolspower-1.21-7.0.5.jar,579946
aeronaftics,rftoolsstorage,RFToolsStorage,${file.jarVersion},neoforge,rftoolsstorage-1.21-6.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rftoolsstorage-1.21-6.0.4.jar,396201
aeronaftics,rftoolsutility,RFToolsUtility,${file.jarVersion},neoforge,rftoolsutility-1.21-7.0.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rftoolsutility-1.21-7.0.11.jar,1430392
aeronaftics,rhino,Rhino,2101.2.7-build.81,forge,rhino-2101.2.7-build.81.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\rhino-2101.2.7-build.81.jar,882032
aeronaftics,ritchiesprojectilelib,Ritchie's Projectile Library,2.1.2,neoforge,ritchiesprojectilelib-2.1.2-mc.1.21.1-neoforge.jar,yes,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ritchiesprojectilelib-2.1.2-mc.1.21.1-neoforge.jar,76369
aeronaftics,rootsclassic,Roots Classic,${file.jarVersion},neoforge,RootsClassic-1.21.1-1.5.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\RootsClassic-1.21.1-1.5.7.jar,635779
aeronaftics,sawmill,Universal Sawmill,1.21-1.7.1,neoforge,sawmill-1.21-1.7.2-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\sawmill-1.21-1.7.2-neoforge.jar,521504
aeronaftics,securitycraft,SecurityCraft,${file.jarVersion},neoforge,[1.21.1] SecurityCraft v1.10.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\[1.21.1] SecurityCraft v1.10.1.jar,4951098
aeronaftics,servercore,ServerCore,1.5.10+1.21.1,neoforge,servercore-neoforge-1.5.10+1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\servercore-neoforge-1.5.10+1.21.1.jar,1429522
aeronaftics,sfm,Super Factory Manager (SFM),4.32.0,neoforge,Super%20Factory%20Manager%20(SFM)-MC1.21.1-4.32.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Super%20Factory%20Manager%20(SFM)-MC1.21.1-4.32.0.jar,1604662
aeronaftics,sgearmetalworks,Silent Gear Metalworks,1.21.1-1.4.6,neoforge,sgearmetalworks-1.21.1-1.4.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\sgearmetalworks-1.21.1-1.4.6.jar,624587
aeronaftics,shiny,Shiny!,1.21.1-1.2.5,neoforge,shiny-1.21.1-1.2.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\shiny-1.21.1-1.2.5.jar,961576
aeronaftics,shrink,Shrink,2.0.1.47,neoforge,shrink-2.0.1.47-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\shrink-2.0.1.47-neoforge.jar,46062
aeronaftics,silentgear,Silent Gear,4.1.5,neoforge,silent-gear-1.21.1-neoforge-4.1.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\silent-gear-1.21.1-neoforge-4.1.5.jar,2967321
aeronaftics,silentgems,Silent's Gems,5.1.3,neoforge,silentgems-1.21.1-neoforge-5.1.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\silentgems-1.21.1-neoforge-5.1.3.jar,1457506
aeronaftics,silentlib,Silent Lib,10.5.1,neoforge,silent-lib-1.21.1-neoforge-10.5.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\silent-lib-1.21.1-neoforge-10.5.1.jar,146707
aeronaftics,simple_weather,Simple Weather,1.0.13-hotfix,neoforge,simple_weather-1.0.13-hotfix.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\simple_weather-1.0.13-hotfix.jar,82792
aeronaftics,simplebackups,Simple Backups,1.21-4.0.29,neoforge,SimpleBackups-1.21-4.0.29.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\SimpleBackups-1.21-4.0.29.jar,70247
aeronaftics,simplemagnets,Simple Magnets,1.1.12+c,neoforge,simplemagnets-1.1.12c-neoforge-mc1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\simplemagnets-1.1.12c-neoforge-mc1.21.jar,146262
aeronaftics,simplylight,Simply Light,1.5.3,neoforge,simplylight-1.5.3+1.21.1-b4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\simplylight-1.5.3+1.21.1-b4.jar,1103352
aeronaftics,smartbrainlib,SmartBrainLib,1.16.11,neoforge,SmartBrainLib-neoforge-1.21.1-1.16.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\SmartBrainLib-neoforge-1.21.1-1.16.11.jar,391053
